frame, timestamp, confidence, success, x_0, y_0, z_0, x_1, y_1, z_1, x_h0, y_h0, z_h0, x_h1, y_h1, z_h1
10036, 334.5, 0.991478, 1, 0.0695763, 0.18236, -0.980767, -0.118826, 0.22122, -0.967958, 0.168114, 0.444621, -0.879801, -0.0177262, 0.494753, -0.868853
10037, 334.533, 0.991401, 1, 0.0666369, 0.174377, -0.982422, -0.128172, 0.225163, -0.965854, 0.163224, 0.437989, -0.884038, -0.0285099, 0.498997, -0.866135
10038, 334.567, 0.991219, 1, 0.0706106, 0.174544, -0.982114, -0.132284, 0.225961, -0.965113, 0.163688, 0.438923, -0.883489, -0.0359937, 0.501134, -0.864621
10039, 334.6, 0.991141, 1, 0.0771896, 0.175977, -0.981363, -0.119457, 0.224136, -0.967209, 0.166843, 0.43738, -0.883664, -0.0265673, 0.496717, -0.867506
10040, 334.633, 0.991089, 1, 0.0753856, 0.171647, -0.98227, -0.127891, 0.229713, -0.964819, 0.16187, 0.42986, -0.888267, -0.0377183, 0.49824, -0.866219
10041, 334.667, 0.991125, 1, 0.0734805, 0.173143, -0.982152, -0.126729, 0.229019, -0.965137, 0.159108, 0.432656, -0.887408, -0.0375377, 0.498729, -0.865945
10042, 334.7, 0.991152, 1, 0.0784403, 0.173269, -0.981746, -0.121309, 0.230053, -0.965588, 0.158649, 0.423427, -0.891931, -0.0373142, 0.490698, -0.87053
10043, 334.733, 0.991557, 1, 0.0717909, 0.17278, -0.982341, -0.116812, 0.226843, -0.966901, 0.150216, 0.41946, -0.895259, -0.0346944, 0.483598, -0.874602
10044, 334.767, 0.991044, 1, 0.0936753, 0.166064, -0.981656, -0.105014, 0.221084, -0.969584, 0.166094, 0.410837, -0.896452, -0.0285006, 0.477533, -0.878152
10045, 334.8, 0.992048, 1, 0.0777729, 0.177214, -0.981095, -0.111112, 0.219602, -0.969241, 0.15211, 0.421273, -0.894087, -0.0336997, 0.47488, -0.879405
10046, 334.833, 0.991996, 1, 0.0853619, 0.172934, -0.981227, -0.106836, 0.222698, -0.969016, 0.157165, 0.415957, -0.8957, -0.0314083, 0.476844, -0.878426
10047, 334.867, 0.992031, 1, 0.0920628, 0.174524, -0.98034, -0.107939, 0.223523, -0.968704, 0.16439, 0.413182, -0.895688, -0.0319189, 0.474384, -0.879739
10048, 334.9, 0.992112, 1, 0.0813152, 0.174927, -0.981218, -0.110454, 0.22139, -0.96891, 0.153956, 0.413295, -0.897488, -0.0344008, 0.471155, -0.88138
10049, 334.933, 0.991486, 1, 0.09397, 0.178368, -0.979466, -0.110649, 0.219883, -0.969231, 0.163518, 0.411558, -0.896595, -0.0378609, 0.466168, -0.883886
10050, 334.967, 0.9918, 1, 0.0930068, 0.180682, -0.979134, -0.119044, 0.225871, -0.966856, 0.162687, 0.410622, -0.897175, -0.0459622, 0.468893, -0.882058
10051, 335, 0.992371, 1, 0.100126, 0.176343, -0.979223, -0.122971, 0.22647, -0.966224, 0.170636, 0.407764, -0.897001, -0.0488163, 0.471228, -0.88066
10052, 335.033, 0.991793, 1, 0.107378, 0.177348, -0.978273, -0.123915, 0.224904, -0.966469, 0.178448, 0.404695, -0.896871, -0.0492806, 0.466709, -0.883037
10053, 335.067, 0.992384, 1, 0.0935328, 0.184382, -0.978394, -0.115431, 0.228051, -0.966783, 0.164862, 0.410014, -0.897056, -0.0410196, 0.466089, -0.883786
10054, 335.1, 0.992274, 1, 0.0747701, 0.1856, -0.979777, -0.129682, 0.229575, -0.964613, 0.146623, 0.416225, -0.897362, -0.0550388, 0.471073, -0.880376
10055, 335.133, 0.991945, 1, 0.0872177, 0.199269, -0.976056, -0.122872, 0.232925, -0.964701, 0.162376, 0.425889, -0.890086, -0.0454339, 0.471948, -0.880455
10056, 335.167, 0.991871, 1, 0.0937738, 0.19918, -0.975466, -0.124795, 0.235754, -0.963767, 0.167435, 0.428061, -0.888104, -0.0487108, 0.477195, -0.877446
10057, 335.2, 0.992307, 1, 0.0889305, 0.194958, -0.976772, -0.150069, 0.22277, -0.963251, 0.16074, 0.421989, -0.892238, -0.0764305, 0.463659, -0.882711
10058, 335.233, 0.992953, 1, 0.0881156, 0.192073, -0.977417, -0.129064, 0.221185, -0.966654, 0.159902, 0.417482, -0.894505, -0.0552663, 0.459526, -0.886443
10059, 335.267, 0.992228, 1, 0.0860931, 0.198308, -0.976351, -0.140622, 0.231766, -0.962554, 0.157001, 0.423977, -0.891961, -0.067597, 0.470057, -0.880044
10060, 335.3, 0.991993, 1, 0.10038, 0.186682, -0.977279, -0.139291, 0.229087, -0.963388, 0.168302, 0.412972, -0.895058, -0.0686038, 0.468676, -0.880702
10061, 335.333, 0.992132, 1, 0.0805416, 0.185593, -0.97932, -0.151005, 0.23671, -0.959774, 0.149012, 0.414404, -0.897811, -0.0796035, 0.476451, -0.87559
10062, 335.367, 0.99232, 1, 0.0749634, 0.188784, -0.979153, -0.135825, 0.233211, -0.962894, 0.14389, 0.417199, -0.897352, -0.0642, 0.47229, -0.879102
10063, 335.4, 0.99193, 1, 0.0764593, 0.191014, -0.978605, -0.133095, 0.233914, -0.963104, 0.144545, 0.419815, -0.896026, -0.0624054, 0.473332, -0.878671
10064, 335.433, 0.99197, 1, 0.0751538, 0.191724, -0.978567, -0.132904, 0.234463, -0.962997, 0.143198, 0.42005, -0.896132, -0.0622759, 0.473286, -0.878705
10065, 335.467, 0.992619, 1, 0.0957976, 0.188492, -0.977391, -0.13733, 0.230285, -0.963384, 0.165974, 0.415105, -0.894506, -0.0644915, 0.469693, -0.880471
10066, 335.5, 0.992383, 1, 0.0667239, 0.197538, -0.978022, -0.128075, 0.236912, -0.963052, 0.137983, 0.426213, -0.894038, -0.0544985, 0.475382, -0.87809
10067, 335.533, 0.992548, 1, 0.0714084, 0.201736, -0.976833, -0.119328, 0.234036, -0.964877, 0.142888, 0.428032, -0.892397, -0.0458481, 0.470673, -0.881115
10068, 335.567, 0.992678, 1, 0.0745979, 0.192303, -0.978496, -0.135828, 0.235777, -0.962268, 0.144577, 0.419693, -0.896078, -0.0632176, 0.473898, -0.878308
10069, 335.6, 0.992578, 1, 0.0809937, 0.187929, -0.978837, -0.134479, 0.232406, -0.963277, 0.14888, 0.414454, -0.89781, -0.0637489, 0.470368, -0.880165
10070, 335.633, 0.99254, 1, 0.0903014, 0.192123, -0.977207, -0.125293, 0.236314, -0.963565, 0.159866, 0.417446, -0.894529, -0.0527147, 0.473907, -0.878995
10071, 335.667, 0.992337, 1, 0.0777378, 0.200819, -0.976539, -0.0999179, 0.241903, -0.965142, 0.145075, 0.427573, -0.892264, -0.0297687, 0.4785, -0.877583
10072, 335.7, 0.99152, 1, 0.125531, 0.273019, -0.953784, -0.136988, 0.303092, -0.943064, 0.197683, 0.488986, -0.849597, -0.0624472, 0.535981, -0.841918
10073, 335.733, 0.991396, 1, 0.161166, 0.285551, -0.944715, -0.122525, 0.316046, -0.940799, 0.233725, 0.499424, -0.834235, -0.0470479, 0.550339, -0.833615
10074, 335.767, 0.991824, 1, 0.131109, 0.270294, -0.953809, -0.119157, 0.293664, -0.948453, 0.202653, 0.484027, -0.851264, -0.0453924, 0.525012, -0.849884
10075, 335.8, 0.992807, 1, 0.0829613, 0.227297, -0.970285, -0.125558, 0.265666, -0.955854, 0.154457, 0.447905, -0.880639, -0.0513825, 0.498481, -0.865376
10076, 335.833, 0.992749, 1, 0.0827312, 0.2256, -0.970701, -0.125516, 0.266159, -0.955722, 0.154141, 0.44615, -0.881584, -0.0513006, 0.498715, -0.865247
10077, 335.867, 0.99249, 1, 0.0955781, 0.206243, -0.973822, -0.110114, 0.252477, -0.961317, 0.165129, 0.425534, -0.889749, -0.0371186, 0.484308, -0.87411
10078, 335.9, 0.992132, 1, 0.0903419, 0.197928, -0.976045, -0.118674, 0.246572, -0.961831, 0.159634, 0.418248, -0.894196, -0.0458191, 0.479318, -0.876444
10079, 335.933, 0.992487, 1, 0.14795, 0.276718, -0.949494, -0.0952509, 0.298586, -0.949618, 0.22352, 0.481536, -0.847444, -0.017103, 0.522787, -0.852292
10080, 335.967, 0.991581, 1, 0.204755, 0.297387, -0.932543, -0.139335, 0.324498, -0.935568, 0.281587, 0.49978, -0.819103, -0.0589095, 0.555424, -0.829478
10081, 336, 0.991906, 1, 0.210909, 0.291376, -0.933069, -0.171223, 0.325228, -0.930005, 0.288607, 0.490979, -0.821977, -0.0896211, 0.554998, -0.82701
10082, 336.033, 0.990961, 1, 0.176472, 0.26347, -0.948389, -0.13473, 0.296894, -0.945358, 0.255851, 0.470351, -0.844577, -0.0518304, 0.52775, -0.847817
10083, 336.067, 0.992421, 1, 0.125893, 0.231545, -0.964644, -0.107879, 0.272183, -0.956179, 0.204136, 0.445325, -0.871788, -0.0262416, 0.502268, -0.864314
10084, 336.1, 0.992632, 1, 0.0995704, 0.19782, -0.975168, -0.0943955, 0.253461, -0.962729, 0.176741, 0.415506, -0.892254, -0.0132069, 0.482725, -0.875673
10085, 336.133, 0.992437, 1, 0.0845667, 0.195004, -0.97715, -0.110779, 0.248032, -0.962397, 0.158528, 0.414387, -0.896188, -0.0331464, 0.478427, -0.877501
10086, 336.167, 0.992508, 1, 0.0917894, 0.199008, -0.97569, -0.133788, 0.244837, -0.96029, 0.166915, 0.417101, -0.893402, -0.0554189, 0.47655, -0.877399
10087, 336.2, 0.992428, 1, 0.0898939, 0.199149, -0.975838, -0.135361, 0.233345, -0.962927, 0.161382, 0.417312, -0.894319, -0.0613057, 0.465815, -0.882756
10088, 336.233, 0.992445, 1, 0.0902622, 0.199354, -0.975762, -0.137899, 0.233859, -0.962442, 0.160432, 0.417197, -0.894543, -0.065147, 0.466092, -0.882335
10089, 336.267, 0.99273, 1, 0.0874716, 0.188967, -0.97808, -0.129626, 0.238442, -0.962467, 0.159622, 0.406245, -0.899714, -0.0539988, 0.468448, -0.881839
10090, 336.3, 0.992729, 1, 0.0855507, 0.184841, -0.979038, -0.127773, 0.24155, -0.961939, 0.157696, 0.402869, -0.90157, -0.0517621, 0.471387, -0.880406
10091, 336.333, 0.992748, 1, 0.0849858, 0.188893, -0.978313, -0.115093, 0.235765, -0.964971, 0.159305, 0.408575, -0.898715, -0.0373719, 0.467589, -0.883156
10092, 336.367, 0.992516, 1, 0.0907005, 0.186298, -0.978298, -0.113795, 0.240749, -0.963893, 0.16275, 0.405322, -0.89957, -0.0378838, 0.471596, -0.881001
10093, 336.4, 0.993325, 1, 0.099913, 0.178514, -0.978851, -0.125154, 0.235402, -0.963806, 0.174099, 0.397913, -0.900752, -0.0470612, 0.467746, -0.882609
10094, 336.433, 0.993196, 1, 0.0849922, 0.177231, -0.980493, -0.144665, 0.233275, -0.96159, 0.159667, 0.395461, -0.904498, -0.0664532, 0.46378, -0.883455
10095, 336.467, 0.992613, 1, 0.100459, 0.180598, -0.978413, -0.121235, 0.23228, -0.965064, 0.174379, 0.397495, -0.900883, -0.0438197, 0.461987, -0.885803
10096, 336.5, 0.992596, 1, 0.0782119, 0.184057, -0.979799, -0.13056, 0.230089, -0.964372, 0.153188, 0.399445, -0.903868, -0.0526912, 0.456915, -0.887949
10097, 336.533, 0.99254, 1, 0.0968513, 0.183059, -0.97832, -0.124624, 0.2303, -0.965107, 0.170891, 0.397487, -0.901554, -0.0475211, 0.457253, -0.888066
10098, 336.567, 0.992923, 1, 0.0995878, 0.190034, -0.976714, -0.123821, 0.226942, -0.966005, 0.173868, 0.403807, -0.89817, -0.047065, 0.453878, -0.88982
10099, 336.6, 0.992819, 1, 0.0934861, 0.175784, -0.97998, -0.10856, 0.225951, -0.968071, 0.168229, 0.393028, -0.904007, -0.0307301, 0.453967, -0.890489
10100, 336.633, 0.992861, 1, 0.0938686, 0.176065, -0.979893, -0.109262, 0.22654, -0.967854, 0.168371, 0.393094, -0.903951, -0.0316482, 0.454404, -0.890234
10101, 336.667, 0.992535, 1, 0.0835185, 0.177702, -0.980534, -0.110296, 0.22651, -0.967744, 0.156919, 0.396965, -0.90432, -0.0339686, 0.455716, -0.889477
10102, 336.7, 0.992767, 1, 0.084931, 0.185269, -0.979011, -0.120823, 0.234139, -0.964666, 0.15779, 0.405599, -0.900329, -0.0451363, 0.4647, -0.884317
10103, 336.733, 0.992564, 1, 0.0847141, 0.180546, -0.979912, -0.127111, 0.231484, -0.964499, 0.156956, 0.401509, -0.902305, -0.0519571, 0.462795, -0.884941
10104, 336.767, 0.992809, 1, 0.0975408, 0.183704, -0.97813, -0.125067, 0.22716, -0.965793, 0.168854, 0.402635, -0.899652, -0.0511018, 0.458009, -0.887477
10105, 336.8, 0.992553, 1, 0.0847475, 0.191234, -0.977879, -0.115484, 0.227293, -0.966955, 0.156619, 0.407226, -0.899799, -0.0414019, 0.454163, -0.889956
10106, 336.833, 0.992676, 1, 0.0696732, 0.193903, -0.978543, -0.116334, 0.223247, -0.967795, 0.139964, 0.410465, -0.901071, -0.0442366, 0.449989, -0.891938
10107, 336.867, 0.992948, 1, 0.0732709, 0.192052, -0.978646, -0.108919, 0.227429, -0.967684, 0.145012, 0.407156, -0.901774, -0.0349444, 0.452601, -0.891028
10108, 336.9, 0.992312, 1, 0.085487, 0.187988, -0.978444, -0.128433, 0.235689, -0.963304, 0.156096, 0.401617, -0.902407, -0.0549353, 0.460459, -0.88598
10109, 336.933, 0.992732, 1, 0.0802132, 0.185833, -0.979302, -0.125398, 0.234659, -0.963955, 0.150829, 0.401087, -0.903537, -0.0519082, 0.460214, -0.886289
10110, 336.967, 0.992068, 1, 0.080068, 0.180179, -0.98037, -0.119287, 0.231312, -0.965539, 0.151462, 0.396778, -0.905332, -0.0448404, 0.457913, -0.887866
10111, 337, 0.992793, 1, 0.0942923, 0.184987, -0.978207, -0.122712, 0.229431, -0.965558, 0.165206, 0.402384, -0.900441, -0.0489185, 0.458948, -0.887115
10112, 337.033, 0.992795, 1, 0.0971965, 0.184855, -0.977948, -0.12506, 0.227938, -0.965611, 0.168016, 0.401858, -0.900156, -0.0514179, 0.457536, -0.887703
10113, 337.067, 0.992646, 1, 0.0852415, 0.183731, -0.979273, -0.118666, 0.227177, -0.966597, 0.156766, 0.400855, -0.902629, -0.0443743, 0.455505, -0.889127
10114, 337.1, 0.992183, 1, 0.0823604, 0.182335, -0.979781, -0.121156, 0.229318, -0.965782, 0.151992, 0.399533, -0.904031, -0.0485526, 0.457374, -0.887948
10115, 337.133, 0.993075, 1, 0.0860883, 0.180414, -0.979816, -0.128336, 0.231821, -0.964256, 0.155066, 0.396299, -0.904932, -0.0561092, 0.459017, -0.886654
10116, 337.167, 0.992934, 1, 0.0891144, 0.183003, -0.979065, -0.123531, 0.23041, -0.965221, 0.157228, 0.399754, -0.903037, -0.0523766, 0.458646, -0.887074
10117, 337.2, 0.992832, 1, 0.0827632, 0.189721, -0.978344, -0.132216, 0.231521, -0.963803, 0.150695, 0.405425, -0.901622, -0.0616201, 0.458935, -0.88633
10118, 337.233, 0.992725, 1, 0.0863731, 0.176226, -0.980553, -0.118167, 0.229333, -0.966149, 0.153083, 0.397419, -0.904778, -0.0480104, 0.461236, -0.885978
10119, 337.267, 0.99247, 1, 0.0887965, 0.18683, -0.978371, -0.126757, 0.233469, -0.964067, 0.158415, 0.406013, -0.900032, -0.0541832, 0.464234, -0.884054
10120, 337.3, 0.992403, 1, 0.0729769, 0.192559, -0.978568, -0.143343, 0.232213, -0.962045, 0.142423, 0.413732, -0.899189, -0.0715196, 0.464655, -0.882599
10121, 337.333, 0.992868, 1, 0.0797587, 0.184667, -0.979559, -0.120935, 0.228145, -0.966087, 0.149224, 0.406026, -0.901596, -0.0487591, 0.460112, -0.886521
10122, 337.367, 0.99287, 1, 0.0872109, 0.176924, -0.980353, -0.132476, 0.222892, -0.9658, 0.157945, 0.396499, -0.904346, -0.0588583, 0.454329, -0.888887
10123, 337.4, 0.993303, 1, 0.0905837, 0.181185, -0.979268, -0.127606, 0.2419, -0.961874, 0.15968, 0.40112, -0.902001, -0.0547921, 0.472509, -0.879621
10124, 337.433, 0.992565, 1, 0.0880191, 0.186433, -0.978517, -0.129189, 0.22819, -0.965007, 0.158031, 0.404231, -0.900902, -0.0564585, 0.458162, -0.887074
10125, 337.467, 0.992989, 1, 0.0932474, 0.194512, -0.976458, -0.13401, 0.22565, -0.964947, 0.162005, 0.412679, -0.896354, -0.0630945, 0.457313, -0.887065
10126, 337.5, 0.992872, 1, 0.0906479, 0.187706, -0.978033, -0.121683, 0.230165, -0.965514, 0.160525, 0.408603, -0.898485, -0.0490158, 0.462965, -0.88502
10127, 337.533, 0.993366, 1, 0.0781281, 0.198618, -0.976958, -0.129821, 0.229742, -0.964554, 0.147545, 0.419368, -0.895746, -0.0584277, 0.462068, -0.884918
10128, 337.567, 0.993217, 1, 0.0868951, 0.190237, -0.977885, -0.129406, 0.233416, -0.963728, 0.156782, 0.410819, -0.898135, -0.0567618, 0.465802, -0.883066
10129, 337.6, 0.993507, 1, 0.0937105, 0.19155, -0.976999, -0.131642, 0.238008, -0.962301, 0.163164, 0.409083, -0.897791, -0.059204, 0.467866, -0.881814
10130, 337.633, 0.993017, 1, 0.100634, 0.18685, -0.97722, -0.127028, 0.240377, -0.962332, 0.169417, 0.402219, -0.899732, -0.0547499, 0.468169, -0.881941
10131, 337.667, 0.993406, 1, 0.089539, 0.182829, -0.979059, -0.135033, 0.235691, -0.962401, 0.15868, 0.401806, -0.901872, -0.0626232, 0.466239, -0.882439
10132, 337.7, 0.992784, 1, 0.082704, 0.186468, -0.978974, -0.121943, 0.236808, -0.963873, 0.147516, 0.404502, -0.902562, -0.0539292, 0.465321, -0.883498
10133, 337.733, 0.992946, 1, 0.0864589, 0.183366, -0.979235, -0.122567, 0.237547, -0.963612, 0.153447, 0.398092, -0.904421, -0.0520897, 0.463194, -0.884725
10134, 337.767, 0.992482, 1, 0.0758405, 0.1883, -0.979179, -0.12744, 0.233677, -0.963926, 0.141825, 0.403081, -0.904108, -0.0585601, 0.459181, -0.886411
10135, 337.8, 0.991994, 1, 0.0938449, 0.19144, -0.977008, -0.126628, 0.232956, -0.964208, 0.159712, 0.401963, -0.90162, -0.0578715, 0.45641, -0.887885
10136, 337.833, 0.992951, 1, 0.0862103, 0.18959, -0.978071, -0.10996, 0.2333, -0.966168, 0.153091, 0.402489, -0.902533, -0.0400862, 0.457411, -0.888352
10137, 337.867, 0.992538, 1, 0.108488, 0.189265, -0.975915, -0.104969, 0.232539, -0.966906, 0.173608, 0.396435, -0.901498, -0.0365953, 0.453137, -0.890689
10138, 337.9, 0.992861, 1, 0.0956238, 0.195609, -0.976009, -0.11035, 0.224738, -0.968151, 0.159982, 0.404448, -0.90046, -0.0436346, 0.447175, -0.893382
10139, 337.933, 0.993292, 1, 0.098647, 0.190207, -0.976775, -0.118846, 0.234935, -0.964718, 0.162739, 0.403342, -0.900462, -0.0515412, 0.460977, -0.885914
10140, 337.967, 0.992871, 1, 0.0939397, 0.186614, -0.977932, -0.117524, 0.228612, -0.966398, 0.158103, 0.397321, -0.903958, -0.0503088, 0.452084, -0.890556
10141, 338, 0.992999, 1, 0.0782131, 0.183439, -0.979915, -0.101106, 0.232352, -0.967363, 0.143911, 0.395028, -0.907327, -0.0320239, 0.453916, -0.890469
10142, 338.033, 0.992572, 1, 0.0914355, 0.198412, -0.975844, -0.10393, 0.231398, -0.967292, 0.154986, 0.408574, -0.89947, -0.0378639, 0.453882, -0.890257
10143, 338.067, 0.992834, 1, 0.0970153, 0.186758, -0.977604, -0.11529, 0.228496, -0.966694, 0.161769, 0.396342, -0.903739, -0.0474939, 0.451002, -0.891258
10144, 338.1, 0.992452, 1, 0.0937721, 0.191154, -0.977071, -0.115608, 0.229671, -0.966378, 0.160473, 0.4006, -0.902091, -0.0460212, 0.452255, -0.8907
10145, 338.133, 0.992142, 1, 0.101898, 0.192472, -0.975998, -0.108438, 0.23158, -0.966753, 0.166502, 0.401206, -0.900728, -0.0407961, 0.45385, -0.890144
10146, 338.167, 0.99244, 1, 0.0856188, 0.193048, -0.977447, -0.120246, 0.234029, -0.964765, 0.150588, 0.405141, -0.901767, -0.0523451, 0.458318, -0.887245
10147, 338.2, 0.992584, 1, 0.0801671, 0.188603, -0.978776, -0.128925, 0.236292, -0.963091, 0.146761, 0.400896, -0.904292, -0.0590958, 0.460242, -0.885825
10148, 338.233, 0.992335, 1, 0.0806476, 0.201275, -0.976209, -0.116524, 0.233463, -0.965359, 0.146764, 0.413243, -0.898716, -0.0480533, 0.457512, -0.887904
10149, 338.267, 0.992395, 1, 0.0778471, 0.197468, -0.977214, -0.123939, 0.234639, -0.964149, 0.14498, 0.412575, -0.899312, -0.0542456, 0.461448, -0.885507
10150, 338.3, 0.992501, 1, 0.0923406, 0.190398, -0.977355, -0.125339, 0.23467, -0.963961, 0.15787, 0.406496, -0.89991, -0.0566425, 0.463612, -0.884226
10151, 338.333, 0.993053, 1, 0.0839841, 0.19212, -0.977771, -0.123092, 0.241527, -0.962556, 0.150891, 0.406822, -0.900959, -0.0527982, 0.46777, -0.882272
10152, 338.367, 0.993236, 1, 0.0780612, 0.188677, -0.978932, -0.11946, 0.235198, -0.964578, 0.145052, 0.404855, -0.902803, -0.0493356, 0.462251, -0.885375
10153, 338.4, 0.992544, 1, 0.0742196, 0.185592, -0.97982, -0.104121, 0.230633, -0.967454, 0.141582, 0.403205, -0.904091, -0.0337352, 0.457995, -0.888314
10154, 338.433, 0.992651, 1, 0.0781089, 0.183059, -0.979994, -0.12066, 0.237111, -0.96396, 0.146183, 0.399884, -0.904833, -0.0490977, 0.464185, -0.884376
10155, 338.467, 0.992594, 1, 0.0874645, 0.180635, -0.979653, -0.115138, 0.237282, -0.964593, 0.152734, 0.39559, -0.905639, -0.0460219, 0.463106, -0.885107
10156, 338.5, 0.992389, 1, 0.0908906, 0.184751, -0.978573, -0.119729, 0.238929, -0.963628, 0.154027, 0.399411, -0.903741, -0.0528281, 0.465183, -0.883637
10157, 338.533, 0.992854, 1, 0.0858922, 0.185043, -0.97897, -0.11919, 0.23973, -0.963495, 0.148569, 0.402184, -0.903424, -0.0528365, 0.467611, -0.882354
10158, 338.567, 0.992416, 1, 0.0809655, 0.191821, -0.978085, -0.116278, 0.241679, -0.963364, 0.143605, 0.407552, -0.90182, -0.0502889, 0.467841, -0.882381
10159, 338.6, 0.99255, 1, 0.0643572, 0.209575, -0.975672, -0.119591, 0.24241, -0.962775, 0.130333, 0.421981, -0.897187, -0.0512863, 0.46566, -0.883477
10160, 338.633, 0.9922, 1, 0.0700354, 0.266208, -0.961368, -0.12439, 0.297838, -0.946478, 0.138414, 0.478038, -0.867364, -0.0538937, 0.520565, -0.85212
10161, 338.667, 0.991757, 1, 0.130397, 0.287541, -0.94885, -0.120755, 0.313253, -0.941961, 0.199677, 0.491242, -0.847827, -0.0491524, 0.534306, -0.843861
10162, 338.7, 0.991885, 1, 0.122074, 0.265441, -0.956368, -0.133577, 0.302525, -0.943735, 0.189436, 0.472247, -0.86087, -0.0634354, 0.52515, -0.848642
10163, 338.733, 0.993186, 1, 0.0938928, 0.218176, -0.971382, -0.116938, 0.265108, -0.957102, 0.160424, 0.428911, -0.888988, -0.0471558, 0.487795, -0.871684
10164, 338.767, 0.992475, 1, 0.0825749, 0.199158, -0.976482, -0.12891, 0.253134, -0.958804, 0.144968, 0.412567, -0.899318, -0.0629864, 0.477267, -0.876498
10165, 338.8, 0.992732, 1, 0.0719252, 0.195831, -0.977996, -0.11701, 0.243853, -0.962728, 0.136499, 0.407731, -0.902842, -0.0492156, 0.465802, -0.883519
10166, 338.833, 0.992432, 1, 0.0765967, 0.195455, -0.977717, -0.119408, 0.240327, -0.96332, 0.13874, 0.407954, -0.902399, -0.0542193, 0.463482, -0.884446
10167, 338.867, 0.993117, 1, 0.0845855, 0.198674, -0.976409, -0.125361, 0.241954, -0.962155, 0.145654, 0.410953, -0.899946, -0.061304, 0.465945, -0.882688
10168, 338.9, 0.992968, 1, 0.0989197, 0.196273, -0.975547, -0.122256, 0.242872, -0.962324, 0.160953, 0.408497, -0.898457, -0.0568422, 0.468114, -0.881838
10169, 338.933, 0.992957, 1, 0.0822511, 0.189619, -0.978407, -0.132546, 0.23391, -0.963181, 0.14541, 0.401834, -0.904094, -0.0663177, 0.458288, -0.886326
10170, 338.967, 0.992787, 1, 0.100217, 0.184047, -0.977795, -0.113793, 0.232824, -0.965838, 0.163481, 0.398371, -0.902538, -0.0469965, 0.459799, -0.886778
10171, 339, 0.992915, 1, 0.105135, 0.191446, -0.975856, -0.124078, 0.237753, -0.963368, 0.166639, 0.404292, -0.899321, -0.0591305, 0.464461, -0.883617
10172, 339.033, 0.992664, 1, 0.0948702, 0.19319, -0.976564, -0.115947, 0.232155, -0.965743, 0.162009, 0.404803, -0.899937, -0.0458255, 0.457204, -0.888181
10173, 339.067, 0.992732, 1, 0.0970287, 0.192341, -0.97652, -0.116274, 0.231609, -0.965835, 0.164192, 0.404755, -0.899563, -0.0460929, 0.457662, -0.887931
10174, 339.1, 0.992311, 1, 0.08119, 0.195861, -0.977265, -0.120508, 0.240236, -0.963205, 0.150769, 0.412489, -0.898399, -0.0477838, 0.468695, -0.882067
10175, 339.133, 0.99154, 1, 0.082744, 0.191146, -0.978068, -0.130421, 0.234766, -0.963263, 0.150306, 0.409485, -0.89985, -0.0597726, 0.465558, -0.882996
10176, 339.167, 0.992216, 1, 0.0808249, 0.182602, -0.979859, -0.130169, 0.229617, -0.964537, 0.150619, 0.416468, -0.896587, -0.0570875, 0.475399, -0.877916
10177, 339.2, 0.992487, 1, 0.0835633, 0.165013, -0.982745, -0.116863, 0.229754, -0.966207, 0.155535, 0.403, -0.901887, -0.0403451, 0.478245, -0.877299
10178, 339.233, 0.991186, 1, 0.0630046, 0.186348, -0.980461, -0.134248, 0.243003, -0.960691, 0.132878, 0.426065, -0.894881, -0.0606715, 0.49202, -0.868467
10179, 339.267, 0.990973, 1, 0.0583895, 0.250501, -0.966354, -0.11702, 0.298646, -0.947163, 0.132653, 0.484915, -0.864442, -0.0398956, 0.540596, -0.840336
10180, 339.3, 0.990501, 1, 0.151661, 0.27768, -0.948627, -0.164721, 0.326723, -0.930655, 0.226024, 0.50013, -0.835932, -0.0867438, 0.568561, -0.818055
10181, 339.333, 0.99105, 1, 0.154222, 0.267152, -0.951234, -0.173314, 0.319324, -0.931662, 0.228586, 0.488979, -0.841812, -0.0950895, 0.56131, -0.822124
10182, 339.367, 0.991371, 1, 0.0261437, 0.195407, -0.980374, -0.142317, 0.268325, -0.952758, 0.098065, 0.439587, -0.892831, -0.0661464, 0.516742, -0.853582
10183, 339.4, 0.991313, 1, 0.0230129, 0.190609, -0.981396, -0.139711, 0.264254, -0.95428, 0.0964924, 0.433458, -0.895993, -0.0620915, 0.510911, -0.857388
10184, 339.433, 0.991283, 1, 0.0228085, 0.190985, -0.981328, -0.141719, 0.265318, -0.953689, 0.0967656, 0.433626, -0.895882, -0.0636601, 0.511697, -0.856804
10185, 339.467, 0.990846, 1, 0.0795238, 0.2833, -0.955729, -0.143299, 0.299472, -0.943283, 0.155279, 0.515002, -0.843007, -0.0663166, 0.545148, -0.835713
10186, 339.5, 0.990086, 1, 0.114913, 0.292131, -0.949449, -0.124706, 0.325932, -0.937132, 0.190281, 0.528823, -0.827127, -0.0468596, 0.577153, -0.815291
10187, 339.533, 0.99015, 1, 0.170206, 0.277337, -0.945576, -0.159619, 0.307949, -0.937918, 0.24489, 0.508515, -0.825495, -0.0820453, 0.562242, -0.822892
10188, 339.567, 0.990947, 1, 0.136353, 0.253237, -0.957747, -0.169574, 0.293599, -0.940768, 0.21139, 0.48572, -0.848169, -0.0916399, 0.544633, -0.833653
