frame, timestamp, confidence, success, Tx, Ty, Tz, Rx, Ry, Rz
12132, 404.367, 0.988217, 1, 26.9496, 22.5524, 659.266, 0.208738, -0.0798776, -0.0553372
12133, 404.4, 0.986771, 1, 27.0502, 22.3266, 658.952, 0.199421, -0.0834744, -0.0567626
12134, 404.433, 0.986347, 1, 27.1578, 22.7914, 655.821, 0.210652, -0.0862942, -0.0543257
12135, 404.467, 0.988095, 1, 27.255, 23.6122, 654.238, 0.229888, -0.0873867, -0.0489919
12136, 404.5, 0.989481, 1, 27.4713, 24.527, 656.387, 0.264734, -0.0887602, -0.0461733
12137, 404.533, 0.989548, 1, 27.6936, 24.8114, 659.733, 0.269364, -0.0884866, -0.0453445
12138, 404.567, 0.99001, 1, 27.7686, 24.7301, 660.274, 0.266522, -0.0871389, -0.0469277
12139, 404.6, 0.989925, 1, 27.817, 24.4384, 659.353, 0.266544, -0.0863017, -0.0452044
12140, 404.633, 0.990818, 1, 27.5405, 24.1339, 656.513, 0.263814, -0.0835571, -0.0467371
12141, 404.667, 0.990318, 1, 27.2001, 23.6786, 652.822, 0.256979, -0.0828883, -0.049393
12142, 404.7, 0.989902, 1, 26.9142, 23.3666, 651.949, 0.252879, -0.0808846, -0.0496551
12143, 404.733, 0.990652, 1, 26.8569, 23.2492, 653.732, 0.250249, -0.0768202, -0.0505357
12144, 404.767, 0.990968, 1, 27.1609, 23.5773, 660.277, 0.249751, -0.0747705, -0.0493064
12145, 404.8, 0.989096, 1, 27.1524, 23.7716, 666.704, 0.229935, -0.0672714, -0.0501475
12146, 404.833, 0.989137, 1, 27.1138, 23.7994, 666.854, 0.225537, -0.066557, -0.0502984
12147, 404.867, 0.988971, 1, 26.9534, 23.7588, 663.459, 0.23155, -0.066264, -0.0492703
12148, 404.9, 0.988711, 1, 26.702, 23.8093, 658.384, 0.231287, -0.0686679, -0.0481228
12149, 404.933, 0.989002, 1, 26.5054, 23.6209, 655.536, 0.228965, -0.0689879, -0.0494748
12150, 404.967, 0.988798, 1, 26.3218, 23.435, 654.332, 0.229055, -0.0698747, -0.0535758
12151, 405, 0.988433, 1, 26.0571, 23.2336, 653.092, 0.221906, -0.0686838, -0.0553396
12152, 405.033, 0.988419, 1, 26.0515, 23.2406, 653.202, 0.221533, -0.0692639, -0.0547713
12153, 405.067, 0.988999, 1, 25.8658, 23.0652, 654.752, 0.217286, -0.0670703, -0.0557611
12154, 405.1, 0.988614, 1, 25.494, 22.9445, 654.831, 0.215121, -0.0649365, -0.0564948
12155, 405.133, 0.988603, 1, 25.4908, 22.9537, 654.793, 0.214784, -0.0646444, -0.0566252
12156, 405.167, 0.989781, 1, 25.2615, 23.0133, 653.651, 0.214731, -0.0667711, -0.0569708
12157, 405.2, 0.989545, 1, 25.2448, 22.9787, 653.375, 0.216236, -0.0661069, -0.0568544
12158, 405.233, 0.990263, 1, 25.7814, 23.9169, 660.694, 0.236239, -0.06572, -0.0517119
12159, 405.267, 0.989482, 1, 25.8701, 24.25, 661.359, 0.245975, -0.0663497, -0.0500855
12160, 405.3, 0.990219, 1, 25.715, 23.8428, 658.393, 0.248031, -0.0673462, -0.0508634
12161, 405.333, 0.990563, 1, 25.4941, 23.5397, 654.842, 0.244481, -0.0666165, -0.051986
12162, 405.367, 0.990822, 1, 25.1828, 23.1763, 652.162, 0.239165, -0.0668494, -0.0521088
12163, 405.4, 0.989927, 1, 25.106, 22.9596, 651.239, 0.239651, -0.0678002, -0.0533001
12164, 405.433, 0.989936, 1, 25.0997, 22.9503, 651.176, 0.239092, -0.0677806, -0.053685
12165, 405.467, 0.990085, 1, 24.983, 23.0127, 650.445, 0.235141, -0.0671815, -0.0559118
12166, 405.5, 0.990434, 1, 24.9946, 22.9772, 650.796, 0.231189, -0.0643672, -0.0554632
12167, 405.533, 0.989608, 1, 25.1624, 22.9088, 652.611, 0.221463, -0.0648277, -0.0545841
12168, 405.567, 0.989518, 1, 25.8915, 23.1702, 658.748, 0.215704, -0.0635621, -0.0494122
12169, 405.6, 0.986793, 1, 26.5509, 23.8248, 665.336, 0.230732, -0.0633653, -0.0457316
12170, 405.633, 0.987171, 1, 26.563, 23.7903, 656.689, 0.231388, -0.0666124, -0.0447281
12171, 405.667, 0.988526, 1, 26.3418, 23.7464, 652.474, 0.236259, -0.066079, -0.043415
12172, 405.7, 0.98895, 1, 26.2564, 23.7583, 650.15, 0.241265, -0.0629233, -0.045617
12173, 405.733, 0.989315, 1, 26.1051, 23.8695, 648.696, 0.240659, -0.0636657, -0.0481794
12174, 405.767, 0.988837, 1, 26.1501, 23.8054, 648.797, 0.243157, -0.0632946, -0.0476397
12175, 405.8, 0.989635, 1, 26.3674, 23.8778, 650.137, 0.241191, -0.064507, -0.0464859
12176, 405.833, 0.989698, 1, 26.3684, 23.8693, 650.086, 0.241583, -0.0646679, -0.0462459
12177, 405.867, 0.989999, 1, 27.0052, 24.4147, 658.206, 0.243672, -0.0627437, -0.0432548
12178, 405.9, 0.988718, 1, 27.0977, 24.5427, 660.36, 0.242885, -0.0617045, -0.0403475
12179, 405.933, 0.989252, 1, 27.053, 24.3182, 659.494, 0.242939, -0.0622404, -0.0406847
12180, 405.967, 0.989976, 1, 26.6713, 23.8708, 655.308, 0.237746, -0.0630926, -0.0421617
12181, 406, 0.990265, 1, 26.3846, 23.6077, 653.299, 0.232702, -0.0602307, -0.0445997
12182, 406.033, 0.990612, 1, 26.0373, 23.4174, 650.393, 0.231155, -0.0599348, -0.0475864
12183, 406.067, 0.990801, 1, 25.6399, 23.3893, 650.315, 0.2338, -0.0588913, -0.0506182
12184, 406.1, 0.990044, 1, 25.3424, 23.5532, 649.875, 0.234997, -0.0570186, -0.0496267
12185, 406.133, 0.990244, 1, 24.9213, 23.8312, 649.784, 0.238217, -0.054997, -0.0508197
12186, 406.167, 0.990714, 1, 25.3181, 24.5285, 655.901, 0.250089, -0.0563558, -0.0478503
12187, 406.2, 0.990235, 1, 25.6063, 24.9872, 662.701, 0.256802, -0.0539185, -0.0464636
12188, 406.233, 0.99021, 1, 25.6062, 24.9538, 662.582, 0.259301, -0.053819, -0.0465955
12189, 406.267, 0.989306, 1, 25.4192, 25.0517, 661.781, 0.25713, -0.0553854, -0.045914
12190, 406.3, 0.989046, 1, 25.2677, 24.7521, 660.831, 0.256788, -0.0532649, -0.0460223
12191, 406.333, 0.990663, 1, 25.1614, 24.6652, 658.951, 0.256963, -0.0532643, -0.0452512
12192, 406.367, 0.989955, 1, 25.1382, 24.7064, 659.502, 0.257807, -0.0559907, -0.0453085
12193, 406.4, 0.988935, 1, 25.5495, 25.244, 665.534, 0.269698, -0.0547691, -0.0435581
12194, 406.433, 0.988555, 1, 25.6525, 25.6433, 667.759, 0.277909, -0.0563589, -0.0439468
12195, 406.467, 0.988631, 1, 25.4921, 25.4776, 664.545, 0.276716, -0.0559588, -0.0464897
12196, 406.5, 0.989457, 1, 25.5363, 25.4225, 660.976, 0.272306, -0.0563042, -0.0469099
12197, 406.533, 0.990175, 1, 25.6588, 25.2172, 656.586, 0.271131, -0.0575308, -0.0467539
12198, 406.567, 0.990743, 1, 25.6494, 25.0449, 652.466, 0.270243, -0.0584556, -0.0480794
12199, 406.6, 0.990456, 1, 25.7393, 25.0225, 650.59, 0.268288, -0.0585698, -0.0483389
12200, 406.633, 0.990664, 1, 26.5861, 25.409, 659.172, 0.258434, -0.0619729, -0.0484985
12201, 406.667, 0.989847, 1, 27.0109, 25.7143, 666.159, 0.249271, -0.0639835, -0.0477792
12202, 406.7, 0.988546, 1, 27.2878, 25.7493, 667.39, 0.246749, -0.0645775, -0.0457559
12203, 406.733, 0.989247, 1, 27.2027, 25.5314, 663.103, 0.252089, -0.0625209, -0.0452355
12204, 406.767, 0.989249, 1, 27.2225, 25.2108, 658.755, 0.244616, -0.0624807, -0.0436044
12205, 406.8, 0.989042, 1, 26.9117, 24.98, 653.817, 0.246794, -0.06136, -0.0428903
12206, 406.833, 0.989301, 1, 26.8011, 24.8713, 651.483, 0.246374, -0.0619935, -0.0440765
12207, 406.867, 0.989443, 1, 26.6719, 24.7263, 651.473, 0.238758, -0.0604635, -0.0461183
12208, 406.9, 0.986752, 1, 26.7094, 24.5949, 653.671, 0.231601, -0.0600565, -0.0480878
12209, 406.933, 0.985867, 1, 26.826, 24.4874, 655.103, 0.224452, -0.0628342, -0.0478615
12210, 406.967, 0.985579, 1, 27.3717, 24.856, 659.207, 0.223955, -0.0656324, -0.0445343
12211, 407, 0.987038, 1, 27.5067, 25.5246, 663.433, 0.237823, -0.0646886, -0.0436825
12212, 407.033, 0.987094, 1, 27.5752, 25.747, 663.209, 0.248785, -0.0661866, -0.0399955
12213, 407.067, 0.989503, 1, 27.1614, 25.6752, 658.182, 0.260636, -0.0678551, -0.040357
12214, 407.1, 0.991152, 1, 27.107, 25.5704, 656.57, 0.265747, -0.0685796, -0.0394247
12215, 407.133, 0.991503, 1, 27.1609, 25.3663, 654.847, 0.263732, -0.0691447, -0.0370507
12216, 407.167, 0.991558, 1, 27.1582, 25.3767, 654.79, 0.261951, -0.0693204, -0.0373512
12217, 407.2, 0.99217, 1, 27.1955, 25.1556, 653.602, 0.252998, -0.0728104, -0.0339162
12218, 407.233, 0.991815, 1, 27.2259, 25.2298, 654.927, 0.254052, -0.0730716, -0.033876
12219, 407.267, 0.99192, 1, 27.1751, 25.2297, 656.145, 0.243446, -0.0704546, -0.0341233
12220, 407.3, 0.991824, 1, 27.2059, 25.3738, 658.1, 0.231792, -0.071442, -0.0342236
12221, 407.333, 0.991479, 1, 27.0998, 25.5321, 658.797, 0.233601, -0.0700957, -0.0348973
12222, 407.367, 0.992158, 1, 26.8708, 25.7679, 657.552, 0.241203, -0.0708455, -0.0390474
12223, 407.4, 0.991958, 1, 26.3233, 25.9588, 655.755, 0.243127, -0.0696118, -0.0444847
12224, 407.433, 0.992072, 1, 26.0805, 25.9998, 655.46, 0.248401, -0.0689161, -0.0466956
12225, 407.467, 0.991886, 1, 26.0321, 25.9837, 654.982, 0.246043, -0.0669971, -0.0479805
12226, 407.5, 0.99106, 1, 26.0889, 25.9254, 655.417, 0.245651, -0.0684176, -0.0484581
12227, 407.533, 0.991106, 1, 26.1257, 25.9352, 655.746, 0.245716, -0.0685743, -0.0486915
12228, 407.567, 0.991692, 1, 26.2802, 25.8989, 655.647, 0.246034, -0.0695443, -0.0472981
12229, 407.6, 0.991692, 1, 26.3769, 26.0923, 656.7, 0.246725, -0.0687346, -0.0479243
12230, 407.633, 0.99135, 1, 26.4107, 26.0764, 655.87, 0.251199, -0.0693031, -0.0466691
12231, 407.667, 0.991129, 1, 26.4298, 26.296, 655.24, 0.251832, -0.0697831, -0.0437776
12232, 407.7, 0.991152, 1, 26.5595, 26.2879, 655.246, 0.250401, -0.0701777, -0.0457207
12233, 407.733, 0.990817, 1, 26.5356, 26.3077, 655.334, 0.248447, -0.0699946, -0.0454531
12234, 407.767, 0.991413, 1, 26.6574, 26.4596, 656.595, 0.247541, -0.0691155, -0.0445835
12235, 407.8, 0.991428, 1, 26.6224, 26.2501, 655.556, 0.250124, -0.0697724, -0.0429284
12236, 407.833, 0.990648, 1, 26.6418, 26.4222, 655.667, 0.247483, -0.0708777, -0.0429926
12237, 407.867, 0.990498, 1, 26.5395, 26.191, 655.592, 0.247625, -0.070136, -0.043003
12238, 407.9, 0.991309, 1, 26.4461, 26.2599, 655.408, 0.24863, -0.0671913, -0.0438108
12239, 407.933, 0.99156, 1, 26.5492, 26.1392, 657.173, 0.24823, -0.0666218, -0.0430623
12240, 407.967, 0.991396, 1, 26.5229, 26.0377, 656.292, 0.251407, -0.0657562, -0.0417753
12241, 408, 0.991375, 1, 26.5256, 25.9963, 656.178, 0.246792, -0.0672697, -0.0428151
12242, 408.033, 0.990544, 1, 26.5546, 25.774, 656.931, 0.242568, -0.0667695, -0.0417091
12243, 408.067, 0.990791, 1, 26.4888, 25.7785, 656.65, 0.24446, -0.0659342, -0.0416432
12244, 408.1, 0.990839, 1, 26.5765, 25.7149, 657.023, 0.244857, -0.0657052, -0.0406186
12245, 408.133, 0.991284, 1, 26.6331, 25.8974, 657.605, 0.243251, -0.0670697, -0.0400791
12246, 408.167, 0.991287, 1, 26.6334, 25.8845, 657.504, 0.243715, -0.0678694, -0.0396878
12247, 408.2, 0.9893, 1, 26.7427, 26.1936, 659.099, 0.247198, -0.0664422, -0.0390621
12248, 408.233, 0.988605, 1, 27.1672, 26.8138, 666.463, 0.251488, -0.0632734, -0.0381252
12249, 408.267, 0.986495, 1, 27.2611, 26.9689, 669.799, 0.254539, -0.0629685, -0.0387093
12250, 408.3, 0.986408, 1, 27.3317, 26.8724, 668.685, 0.254089, -0.065396, -0.0380531
12251, 408.333, 0.987288, 1, 27.1658, 26.6524, 662.393, 0.2542, -0.0660108, -0.038119
12252, 408.367, 0.989539, 1, 27.1862, 26.4671, 656.171, 0.258202, -0.0720645, -0.0377514
12253, 408.4, 0.990322, 1, 26.7635, 26.8295, 649.415, 0.281868, -0.0702262, -0.040432
12254, 408.433, 0.991144, 1, 26.8198, 26.6882, 648.485, 0.28134, -0.0710214, -0.0402008
12255, 408.467, 0.991088, 1, 26.8431, 26.5571, 649.342, 0.28156, -0.0730958, -0.0392519
12256, 408.5, 0.99081, 1, 26.892, 26.4763, 651.002, 0.275069, -0.0733998, -0.0399076
12257, 408.533, 0.991072, 1, 26.8526, 26.3885, 651.732, 0.269241, -0.0684452, -0.0397944
12258, 408.567, 0.990913, 1, 26.8134, 26.2942, 652.876, 0.256178, -0.0668829, -0.0400237
12259, 408.6, 0.991231, 1, 26.9227, 26.0477, 655.067, 0.244916, -0.0681228, -0.0412449
12260, 408.633, 0.990656, 1, 27.0264, 25.913, 656.597, 0.240916, -0.0691397, -0.0421887
12261, 408.667, 0.990619, 1, 27.0346, 25.9129, 656.584, 0.241746, -0.0688653, -0.042443
12262, 408.7, 0.988732, 1, 27.2853, 26.1073, 657.64, 0.241871, -0.0720511, -0.0413158
12263, 408.733, 0.987863, 1, 27.5079, 26.714, 658.969, 0.255719, -0.0743535, -0.039201
12264, 408.767, 0.987177, 1, 27.5957, 27.2616, 660.009, 0.269476, -0.0774449, -0.0402536
12265, 408.8, 0.990025, 1, 27.1975, 26.757, 654.122, 0.275527, -0.0728201, -0.0392992
12266, 408.833, 0.990065, 1, 27.1997, 26.781, 654.302, 0.274292, -0.0731854, -0.0388611
12267, 408.867, 0.990726, 1, 27.107, 26.467, 652.829, 0.267917, -0.0716503, -0.0399851
12268, 408.9, 0.989546, 1, 27.4805, 27.1271, 660.561, 0.28123, -0.0707598, -0.0406349
12269, 408.933, 0.988297, 1, 27.5944, 27.5301, 663.097, 0.288854, -0.0708686, -0.039709
12270, 408.967, 0.988607, 1, 27.7939, 27.1962, 663.371, 0.268521, -0.0733171, -0.0407103
12271, 409, 0.98833, 1, 27.9694, 26.6929, 663.312, 0.257304, -0.078577, -0.0406102
12272, 409.033, 0.98801, 1, 27.7045, 26.4071, 657.091, 0.256267, -0.0799632, -0.0407654
12273, 409.067, 0.987925, 1, 27.7113, 26.419, 657.043, 0.255373, -0.0794736, -0.0408585
12274, 409.1, 0.987173, 1, 27.2793, 26.3172, 649.272, 0.246762, -0.0816482, -0.0421461
12275, 409.133, 0.987781, 1, 26.9207, 26.4826, 644.842, 0.264518, -0.0784974, -0.0405346
12276, 409.167, 0.988895, 1, 26.8927, 26.6257, 644.239, 0.273908, -0.0766893, -0.0387874
12277, 409.2, 0.988616, 1, 26.6549, 26.5604, 644.214, 0.277019, -0.0733495, -0.0413816
12278, 409.233, 0.990094, 1, 26.7084, 26.3474, 645.638, 0.265246, -0.0748374, -0.0430645
12279, 409.267, 0.989329, 1, 26.6793, 26.0504, 647.703, 0.250765, -0.0741386, -0.0435789
12280, 409.3, 0.988436, 1, 26.6393, 25.8183, 649.198, 0.243381, -0.0740385, -0.0424291
12281, 409.333, 0.989282, 1, 26.5795, 25.7862, 649.172, 0.245699, -0.0750369, -0.0408114
12282, 409.367, 0.990646, 1, 26.6705, 25.7991, 650.054, 0.266526, -0.076505, -0.0362076
12283, 409.4, 0.991497, 1, 26.5536, 25.1658, 651.912, 0.252252, -0.0770993, -0.0384237
12284, 409.433, 0.991427, 1, 26.5376, 25.1397, 651.646, 0.253502, -0.0766876, -0.0382381
12285, 409.467, 0.991548, 1, 26.4634, 24.8895, 651.826, 0.247339, -0.0765955, -0.0400444
12286, 409.5, 0.991501, 1, 26.4332, 24.7232, 652.38, 0.249283, -0.0752381, -0.0403333
12287, 409.533, 0.991669, 1, 26.2928, 24.8033, 653.067, 0.250152, -0.07274, -0.0419538
12288, 409.567, 0.991745, 1, 26.1661, 24.8256, 652.588, 0.257347, -0.0704422, -0.0416227
12289, 409.6, 0.990859, 1, 26.0259, 25.0539, 652.374, 0.26378, -0.0713811, -0.0431003
12290, 409.633, 0.99089, 1, 25.961, 24.9737, 651.194, 0.262055, -0.0710052, -0.0442124
12291, 409.667, 0.990893, 1, 25.8708, 25.0713, 651.263, 0.265492, -0.0681825, -0.0420627
12292, 409.7, 0.990304, 1, 25.9206, 24.8517, 651.559, 0.259089, -0.0697596, -0.0434458
12293, 409.733, 0.990517, 1, 26.0379, 24.6858, 652.584, 0.23988, -0.06847, -0.0437601
12294, 409.767, 0.990709, 1, 26.1249, 24.4052, 653.679, 0.229381, -0.0715193, -0.0453493
12295, 409.8, 0.990926, 1, 26.1275, 24.4047, 655.379, 0.227718, -0.0681851, -0.0446782
12296, 409.833, 0.990739, 1, 26.2374, 24.5301, 655.207, 0.230301, -0.0708438, -0.0432217
12297, 409.867, 0.990575, 1, 26.313, 24.69, 655.103, 0.235697, -0.0707305, -0.0426842
12298, 409.9, 0.990746, 1, 26.4008, 25.1621, 652.213, 0.239414, -0.075265, -0.0446612
12299, 409.933, 0.991033, 1, 26.6122, 25.4979, 651.89, 0.245292, -0.0774041, -0.0429744
12300, 409.967, 0.991725, 1, 26.838, 25.969, 651.084, 0.253067, -0.0812923, -0.0412717
12301, 410, 0.99098, 1, 26.7581, 26.2668, 650.201, 0.255526, -0.0789977, -0.0413922
12302, 410.033, 0.991184, 1, 26.8291, 26.3395, 649.596, 0.260894, -0.082361, -0.0405926
12303, 410.067, 0.991396, 1, 26.7132, 26.3761, 650.286, 0.260535, -0.0787615, -0.0404209
12304, 410.1, 0.991157, 1, 26.6903, 26.2928, 650.853, 0.252368, -0.0789007, -0.0406763
12305, 410.133, 0.990914, 1, 26.504, 25.9602, 651.545, 0.248254, -0.076411, -0.0396528
12306, 410.167, 0.991047, 1, 26.4693, 25.9583, 652.777, 0.24647, -0.07486, -0.0384473
12307, 410.2, 0.991645, 1, 26.3196, 26.0012, 652.37, 0.248134, -0.0742754, -0.0391973
12308, 410.233, 0.990964, 1, 26.2507, 25.9445, 651.791, 0.249778, -0.0750929, -0.0397189
12309, 410.267, 0.990722, 1, 26.14, 26.2185, 652.25, 0.251308, -0.0721092, -0.0391508
12310, 410.3, 0.990907, 1, 26.1492, 26.2331, 652.023, 0.249766, -0.0734524, -0.0389274
12311, 410.333, 0.990694, 1, 26.1371, 26.3016, 652.312, 0.251017, -0.0748983, -0.0392977
12312, 410.367, 0.991101, 1, 26.0411, 26.272, 652.806, 0.252193, -0.0742961, -0.0395513
12313, 410.4, 0.990863, 1, 25.9498, 26.2124, 652.387, 0.255611, -0.073269, -0.0395628
12314, 410.433, 0.99071, 1, 25.9159, 26.015, 651.592, 0.250415, -0.075089, -0.0400144
12315, 410.467, 0.991363, 1, 25.9637, 25.9441, 652.305, 0.248328, -0.0757123, -0.0388326
12316, 410.5, 0.990634, 1, 26.0559, 26.0831, 654.403, 0.24746, -0.0772128, -0.0378735
12317, 410.533, 0.991095, 1, 26.4243, 26.3681, 658.947, 0.260939, -0.0771097, -0.0370531
12318, 410.567, 0.991064, 1, 26.4436, 26.3008, 658.172, 0.262575, -0.0785982, -0.0364825
12319, 410.6, 0.991018, 1, 26.3943, 26.078, 655.332, 0.256528, -0.0785607, -0.0374239
12320, 410.633, 0.991167, 1, 26.2909, 25.9733, 654.179, 0.255279, -0.0762705, -0.0380752
12321, 410.667, 0.991001, 1, 26.2405, 25.929, 651.641, 0.254644, -0.0791992, -0.0365721
12322, 410.7, 0.991602, 1, 26.3079, 26.0353, 652.27, 0.259616, -0.0798307, -0.0379345
12323, 410.733, 0.991693, 1, 26.7403, 26.4292, 656.956, 0.263652, -0.0817954, -0.0365865
12324, 410.767, 0.990919, 1, 26.8398, 26.8453, 658.547, 0.266287, -0.0831859, -0.0379732
12325, 410.8, 0.990018, 1, 26.8707, 26.6771, 657.292, 0.268744, -0.0831157, -0.0351724
12326, 410.833, 0.990423, 1, 26.7105, 26.5388, 654.802, 0.269432, -0.0808873, -0.0351033
12327, 410.867, 0.991479, 1, 26.6013, 26.4266, 652.826, 0.26796, -0.0813888, -0.0364123
12328, 410.9, 0.991432, 1, 26.4471, 26.4422, 651.207, 0.267365, -0.080111, -0.036465
12329, 410.933, 0.991397, 1, 26.4474, 26.4339, 651.071, 0.266443, -0.080614, -0.036292
12330, 410.967, 0.99118, 1, 26.4616, 26.515, 651.078, 0.271927, -0.0798577, -0.0355394
12331, 411, 0.991564, 1, 26.3804, 26.644, 647.877, 0.273972, -0.0822597, -0.035248
12332, 411.033, 0.990567, 1, 26.4904, 26.7455, 649.361, 0.273602, -0.0815865, -0.0334095
12333, 411.067, 0.989958, 1, 26.9029, 27.3253, 656.68, 0.269812, -0.081327, -0.0325097
12334, 411.1, 0.98901, 1, 27.3743, 27.8429, 666.544, 0.269913, -0.0783252, -0.0320563
12335, 411.133, 0.987442, 1, 27.6077, 28.044, 669.813, 0.264324, -0.0798633, -0.0320445
12336, 411.167, 0.986996, 1, 28.0379, 28.1098, 674.135, 0.254851, -0.0812136, -0.0333189
12337, 411.2, 0.985385, 1, 28.632, 28.0587, 676.581, 0.253651, -0.0902359, -0.03298
12338, 411.233, 0.984627, 1, 28.7173, 28.0392, 675.481, 0.254883, -0.0922022, -0.0352155
12339, 411.267, 0.985214, 1, 28.75, 28.1061, 676.752, 0.259247, -0.0936704, -0.0377686
12340, 411.3, 0.987828, 1, 27.8851, 27.8475, 675.963, 0.256353, -0.0896834, -0.0436983
12341, 411.333, 0.988029, 1, 26.4446, 27.1685, 669.705, 0.249446, -0.0790399, -0.0519064
12342, 411.367, 0.988183, 1, 26.4128, 27.1329, 669.526, 0.2525, -0.078328, -0.0542059
12343, 411.4, 0.991128, 1, 23.982, 25.6853, 660.182, 0.254996, -0.0529177, -0.0595326
12344, 411.433, 0.991383, 1, 23.5793, 25.7549, 656.277, 0.259558, -0.0465602, -0.0616426
12345, 411.467, 0.989348, 1, 23.7122, 26.1972, 656.664, 0.267886, -0.0460251, -0.0611556
12346, 411.5, 0.989313, 1, 24.4016, 26.6687, 655.62, 0.273693, -0.0535923, -0.0594107
12347, 411.533, 0.989594, 1, 25.1868, 26.5427, 651.872, 0.272628, -0.0612209, -0.0532492
12348, 411.567, 0.990029, 1, 25.8593, 26.1277, 651.319, 0.264543, -0.062925, -0.0496056
12349, 411.6, 0.989205, 1, 26.4674, 25.0164, 658.786, 0.205803, -0.0625703, -0.0496436
12350, 411.633, 0.987627, 1, 26.875, 24.4588, 665.914, 0.195088, -0.059554, -0.0487284
12351, 411.667, 0.986455, 1, 27.0885, 24.7466, 671.857, 0.202501, -0.0603692, -0.0501439
12352, 411.7, 0.986408, 1, 27.4574, 24.7633, 672.516, 0.211058, -0.0649252, -0.0520463
12353, 411.733, 0.986984, 1, 27.6605, 24.6005, 670.152, 0.21601, -0.0679025, -0.0490766
12354, 411.767, 0.989713, 1, 27.9801, 24.1885, 668.402, 0.22742, -0.0715671, -0.0458589
12355, 411.8, 0.991409, 1, 28.3509, 23.6612, 666.433, 0.222459, -0.0789399, -0.0430912
12356, 411.833, 0.989762, 1, 28.9071, 23.4195, 667.636, 0.207505, -0.0860941, -0.0418207
12357, 411.867, 0.989871, 1, 28.9058, 23.4078, 667.507, 0.206436, -0.0863659, -0.0411349
12358, 411.9, 0.988634, 1, 30.048, 23.6824, 678.303, 0.208506, -0.0894104, -0.0379531
12359, 411.933, 0.986563, 1, 30.682, 23.9599, 680.921, 0.211261, -0.0951007, -0.0364993
12360, 411.967, 0.985987, 1, 30.8299, 23.8528, 675.349, 0.210716, -0.0952985, -0.0323929
12361, 412, 0.988627, 1, 30.6262, 23.7802, 670.879, 0.221712, -0.0921798, -0.030066
12362, 412.033, 0.989628, 1, 30.502, 23.5331, 667.107, 0.234075, -0.0896174, -0.0284471
12363, 412.067, 0.990751, 1, 30.5774, 22.4082, 667.225, 0.222911, -0.0860571, -0.0279111
12364, 412.1, 0.991296, 1, 30.4964, 21.8211, 666.672, 0.21632, -0.0855286, -0.0294711
12365, 412.133, 0.99127, 1, 30.5743, 21.2385, 666.122, 0.208025, -0.0854306, -0.0307464
12366, 412.167, 0.991122, 1, 30.6778, 20.6479, 666.306, 0.197179, -0.085919, -0.0323048
12367, 412.2, 0.991113, 1, 30.7616, 20.1858, 666.16, 0.188963, -0.0865014, -0.0321898
12368, 412.233, 0.991086, 1, 30.9974, 19.9939, 668.444, 0.191825, -0.084327, -0.0299756
12369, 412.267, 0.991125, 1, 31.0123, 19.976, 668.461, 0.193702, -0.0841372, -0.0297388
12370, 412.3, 0.991148, 1, 31.6823, 20.4061, 674.714, 0.199871, -0.0878482, -0.0274209
12371, 412.333, 0.989851, 1, 31.8035, 20.7691, 673.898, 0.207975, -0.0881032, -0.029073
12372, 412.367, 0.989917, 1, 31.7291, 21.2833, 671.337, 0.222096, -0.0912907, -0.0292671
12373, 412.4, 0.990802, 1, 31.6749, 21.7944, 665.907, 0.236997, -0.0957257, -0.0284225
12374, 412.433, 0.989547, 1, 31.424, 22.3961, 662.517, 0.245878, -0.0952006, -0.028679
12375, 412.467, 0.989214, 1, 31.6053, 22.9073, 666.645, 0.25261, -0.0961649, -0.0290698
12376, 412.5, 0.9879, 1, 31.4975, 22.6417, 669.386, 0.239603, -0.101896, -0.0308684
12377, 412.533, 0.987964, 1, 30.8158, 20.63, 671.882, 0.192486, -0.0942971, -0.0353754
12378, 412.567, 0.985001, 1, 30.049, 19.9276, 665.706, 0.189, -0.0943866, -0.0381515
12379, 412.6, 0.98292, 1, 29.3091, 19.8254, 660.968, 0.183765, -0.0908969, -0.0409643
12380, 412.633, 0.984193, 1, 28.5411, 19.7725, 656.672, 0.180095, -0.0887548, -0.0438343
12381, 412.667, 0.984554, 1, 28.5104, 19.7669, 656.64, 0.180861, -0.0879861, -0.0435646
12382, 412.7, 0.984472, 1, 28.4842, 19.7631, 656.334, 0.180296, -0.0880817, -0.0437379
12383, 412.733, 0.988635, 1, 27.4764, 20.0867, 655.897, 0.204491, -0.0808204, -0.0451536
12384, 412.767, 0.988614, 1, 27.4636, 20.0938, 656.024, 0.204569, -0.0809072, -0.0449284
12385, 412.8, 0.989956, 1, 26.7677, 20.3295, 656.402, 0.207033, -0.0797309, -0.0514126
12386, 412.833, 0.99049, 1, 26.7058, 20.6436, 656.056, 0.212053, -0.0807587, -0.0531902
12387, 412.867, 0.990353, 1, 26.7628, 20.8089, 657.611, 0.220607, -0.0809595, -0.0506532
12388, 412.9, 0.990855, 1, 26.7918, 20.9873, 658.097, 0.220078, -0.0828879, -0.0511928
12389, 412.933, 0.990641, 1, 26.7428, 20.7075, 657.552, 0.220429, -0.0829159, -0.0502066
12390, 412.967, 0.991126, 1, 26.7791, 20.7301, 659.28, 0.22224, -0.0808808, -0.0506873
12391, 413, 0.990794, 1, 26.8431, 20.6305, 659.533, 0.218551, -0.0804704, -0.0517069
